classe,height,width,ratio
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Leaf_Mold,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Septoria_leaf_spot,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato_Spider_mites_Two_spotted_spider_mite,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Target_Spot,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_YellowLeaf__Curl_Virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato__Tomato_mosaic_virus,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
Tomato_healthy,256,256,1.0
